-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2015 through 08/01/2025 in LST
Location: Latitude  24.3415   Longitude 120.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WS10M
2015,9,3,0,3.95,3.71
2015,9,3,1,3.31,3.11
2015,9,3,2,2.75,2.61
2015,9,3,3,2.33,2.22
2015,9,3,4,1.92,1.84
2015,9,3,5,1.75,1.68
2015,9,3,6,1.77,1.7
2015,9,3,7,1.81,1.75
2015,9,3,8,1.81,1.76
2015,9,3,9,1.93,1.87
2015,9,3,10,2.05,1.99
2015,9,3,11,1.9,1.84
2015,9,3,12,1.5,1.46
2015,9,3,13,1.03,1.01
2015,9,3,14,0.67,0.66
2015,9,3,15,0.9,0.87
2015,9,3,16,1.5,1.45
2015,9,3,17,1.98,1.9
2015,9,3,18,2.34,2.23
2015,9,3,19,2.72,2.57
2015,9,3,20,3.07,2.89
2015,9,3,21,3.47,3.23
2015,9,3,22,3.76,3.49
2015,9,3,23,3.91,3.62
2015,9,4,0,3.83,3.55
2015,9,4,1,3.5,3.27
2015,9,4,2,2.94,2.77
2015,9,4,3,2.27,2.15
2015,9,4,4,1.73,1.65
2015,9,4,5,1.22,1.18
2015,9,4,6,0.8,0.79
2015,9,4,7,0.48,0.48
2015,9,4,8,0.3,0.28
2015,9,4,9,0.75,0.72
2015,9,4,10,1.89,1.81
2015,9,4,11,2.81,2.66
2015,9,4,12,2.86,2.71
2015,9,4,13,2.4,2.27
2015,9,4,14,2.14,2.03
2015,9,4,15,2.36,2.23
2015,9,4,16,2.94,2.78
2015,9,4,17,3.5,3.28
2015,9,4,18,3.83,3.56
2015,9,4,19,3.9,3.63
2015,9,4,20,3.96,3.66
2015,9,4,21,4.16,3.85
2015,9,4,22,4.48,4.13
2015,9,4,23,4.89,4.5
2015,9,5,0,5.34,4.89
2015,9,5,1,5.8,5.29
2015,9,5,2,6.18,5.63
2015,9,5,3,6.34,5.75
2015,9,5,4,6.25,5.68
2015,9,5,5,6.09,5.54
2015,9,5,6,5.95,5.42
2015,9,5,7,5.88,5.36
2015,9,5,8,5.95,5.42
2015,9,5,9,6.05,5.51
2015,9,5,10,6.32,5.73
2015,9,5,11,6.72,6.08
2015,9,5,12,7.16,6.46
2015,9,5,13,7.48,6.73
2015,9,5,14,7.64,6.86
2015,9,5,15,7.68,6.89
2015,9,5,16,7.66,6.87
2015,9,5,17,7.58,6.77
2015,9,5,18,7.52,6.68
2015,9,5,19,7.54,6.68
2015,9,5,20,7.6,6.71
2015,9,5,21,7.68,6.75
2015,9,5,22,7.84,6.88
2015,9,5,23,8.27,7.26
2015,9,6,0,8.85,7.77
2015,9,6,1,9.0,7.9
2015,9,6,2,8.91,7.83
2015,9,6,3,8.72,7.66
2015,9,6,4,8.49,7.48
2015,9,6,5,8.43,7.44
2015,9,6,6,8.55,7.51
2015,9,6,7,8.69,7.6
2015,9,6,8,8.85,7.7
2015,9,6,9,8.8,7.64
2015,9,6,10,8.61,7.47
2015,9,6,11,8.37,7.23
2015,9,6,12,8.14,7.0
2015,9,6,13,7.96,6.82
2015,9,6,14,7.82,6.63
2015,9,6,15,7.64,6.44
2015,9,6,16,7.62,6.39
2015,9,6,17,7.54,6.37
2015,9,6,18,7.41,6.31
2015,9,6,19,7.18,6.13
2015,9,6,20,7.23,6.22
2015,9,6,21,7.41,6.42
2015,9,6,22,6.91,5.98
2015,9,6,23,5.97,5.2
2015,9,7,0,5.77,5.12
2015,9,7,1,7.09,6.32
2015,9,7,2,7.18,6.39
2015,9,7,3,7.19,6.38
2015,9,7,4,7.51,6.65
2015,9,7,5,8.11,7.15
2015,9,7,6,8.39,7.39
2015,9,7,7,8.64,7.56
2015,9,7,8,8.94,7.77
2015,9,7,9,8.96,7.68
2015,9,7,10,7.72,6.58
2015,9,7,11,5.08,4.42
2015,9,7,12,1.35,1.2
2015,9,7,13,2.25,2.12
2015,9,7,14,4.53,4.14
2015,9,7,15,5.86,5.29
2015,9,7,16,6.55,5.85
2015,9,7,17,7.12,6.33
2015,9,7,18,7.68,6.82
2015,9,7,19,8.01,7.11
2015,9,7,20,7.94,7.06
2015,9,7,21,7.62,6.76
2015,9,7,22,7.3,6.51
2015,9,7,23,7.45,6.64
2015,9,8,0,7.87,7.02
2015,9,8,1,8.11,7.24
2015,9,8,2,8.23,7.34
2015,9,8,3,8.25,7.37
2015,9,8,4,8.26,7.39
2015,9,8,5,8.6,7.68
2015,9,8,6,9.48,8.41
2015,9,8,7,10.34,9.14
2015,9,8,8,10.73,9.45
2015,9,8,9,10.75,9.44
2015,9,8,10,10.78,9.46
2015,9,8,11,10.97,9.61
2015,9,8,12,11.27,9.84
2015,9,8,13,11.54,10.07
2015,9,8,14,11.8,10.28
2015,9,8,15,12.02,10.48
2015,9,8,16,12.06,10.51
2015,9,8,17,12.07,10.52
2015,9,8,18,12.03,10.49
2015,9,8,19,11.87,10.36
2015,9,8,20,11.66,10.2
2015,9,8,21,11.38,9.96
2015,9,8,22,10.94,9.6
2015,9,8,23,10.61,9.33
2015,9,9,0,10.16,8.98
2015,9,9,1,9.51,8.43
2015,9,9,2,8.9,7.93
2015,9,9,3,8.5,7.58
2015,9,9,4,8.21,7.33
2015,9,9,5,8.1,7.22
2015,9,9,6,8.16,7.26
2015,9,9,7,8.28,7.36
2015,9,9,8,8.48,7.53
2015,9,9,9,8.91,7.91
2015,9,9,10,9.42,8.36
2015,9,9,11,9.82,8.71
2015,9,9,12,10.13,8.98
2015,9,9,13,10.54,9.32
2015,9,9,14,10.95,9.67
2015,9,9,15,11.22,9.89
2015,9,9,16,11.3,9.95
2015,9,9,17,11.3,9.95
2015,9,9,18,11.36,9.98
2015,9,9,19,11.29,9.94
2015,9,9,20,11.18,9.85
2015,9,9,21,10.99,9.71
2015,9,9,22,10.83,9.58
2015,9,9,23,10.7,9.49
2015,9,10,0,10.56,9.4
2015,9,10,1,10.48,9.34
2015,9,10,2,10.42,9.29
2015,9,10,3,10.48,9.34
2015,9,10,4,10.69,9.52
2015,9,10,5,10.87,9.67
2015,9,10,6,10.94,9.73
2015,9,10,7,10.71,9.53
2015,9,10,8,10.05,8.98
2015,9,10,9,9.4,8.45
2015,9,10,10,9.04,8.18
2015,9,10,11,8.99,8.15
2015,9,10,12,9.1,8.24
2015,9,10,13,9.3,8.42
2015,9,10,14,9.49,8.58
2015,9,10,15,9.59,8.66
2015,9,10,16,9.67,8.71
2015,9,10,17,9.83,8.84
2015,9,10,18,9.99,8.96
2015,9,10,19,10.0,8.98
2015,9,10,20,9.86,8.84
2015,9,10,21,9.68,8.7
2015,9,10,22,9.31,8.41
2015,9,10,23,8.99,8.14
2015,9,11,0,8.89,8.05
2015,9,11,1,8.79,7.97
2015,9,11,2,8.54,7.75
2015,9,11,3,8.08,7.35
2015,9,11,4,7.53,6.87
2015,9,11,5,7.01,6.42
2015,9,11,6,6.61,6.08
2015,9,11,7,6.31,5.82
2015,9,11,8,6.0,5.56
2015,9,11,9,5.81,5.41
2015,9,11,10,5.92,5.54
2015,9,11,11,6.08,5.68
2015,9,11,12,6.12,5.73
2015,9,11,13,6.15,5.76
2015,9,11,14,6.27,5.86
2015,9,11,15,6.43,5.99
2015,9,11,16,6.52,6.06
2015,9,11,17,6.66,6.17
2015,9,11,18,6.84,6.31
2015,9,11,19,6.95,6.39
2015,9,11,20,6.9,6.33
2015,9,11,21,6.5,5.97
2015,9,11,22,5.73,5.3
2015,9,11,23,5.17,4.8
2015,9,12,0,4.99,4.66
2015,9,12,1,5.13,4.79
2015,9,12,2,5.39,5.03
2015,9,12,3,5.57,5.18
2015,9,12,4,5.63,5.23
2015,9,12,5,5.56,5.17
2015,9,12,6,5.57,5.18
2015,9,12,7,5.82,5.4
2015,9,12,8,6.02,5.58
2015,9,12,9,6.2,5.74
2015,9,12,10,6.42,5.94
2015,9,12,11,6.59,6.1
2015,9,12,12,6.83,6.3
2015,9,12,13,7.18,6.59
2015,9,12,14,7.56,6.91
2015,9,12,15,7.87,7.16
2015,9,12,16,8.12,7.37
2015,9,12,17,8.7,7.84
2015,9,12,18,9.62,8.59
2015,9,12,19,10.56,9.38
2015,9,12,20,11.43,10.08
2015,9,12,21,12.18,10.71
2015,9,12,22,12.76,11.2
2015,9,12,23,12.98,11.46
2015,9,13,0,12.95,11.46
2015,9,13,1,12.91,11.42
2015,9,13,2,12.87,11.36
2015,9,13,3,12.59,11.12
2015,9,13,4,12.08,10.7
2015,9,13,5,11.46,10.16
2015,9,13,6,11.0,9.76
2015,9,13,7,10.61,9.44
2015,9,13,8,10.29,9.15
2015,9,13,9,10.16,9.03
2015,9,13,10,10.05,8.93
2015,9,13,11,10.13,9.01
2015,9,13,12,10.75,9.53
2015,9,13,13,11.75,10.33
2015,9,13,14,12.96,11.33
2015,9,13,15,13.94,12.16
2015,9,13,16,14.75,12.84
2015,9,13,17,15.23,13.24
2015,9,13,18,15.18,13.2
2015,9,13,19,14.45,12.65
2015,9,13,20,13.62,11.95
2015,9,13,21,12.74,11.18
2015,9,13,22,11.67,10.3
2015,9,13,23,10.74,9.53
2015,9,14,0,10.11,9.02
2015,9,14,1,9.7,8.67
2015,9,14,2,9.58,8.57
2015,9,14,3,9.65,8.61
2015,9,14,4,9.67,8.62
2015,9,14,5,9.48,8.45
2015,9,14,6,9.27,8.27
2015,9,14,7,9.23,8.22
2015,9,14,8,9.18,8.18
2015,9,14,9,9.32,8.25
2015,9,14,10,9.51,8.4
2015,9,14,11,9.66,8.52
2015,9,14,12,9.83,8.67
2015,9,14,13,10.18,8.94
2015,9,14,14,10.64,9.32
2015,9,14,15,10.92,9.51
2015,9,14,16,10.92,9.48
2015,9,14,17,10.86,9.41
2015,9,14,18,10.79,9.4
2015,9,14,19,10.81,9.43
2015,9,14,20,10.71,9.37
2015,9,14,21,10.18,8.93
2015,9,14,22,9.66,8.49
2015,9,14,23,9.29,8.19
2015,9,15,0,9.05,8.01
2015,9,15,1,8.69,7.72
2015,9,15,2,8.24,7.35
2015,9,15,3,7.8,6.98
2015,9,15,4,7.49,6.72
2015,9,15,5,7.33,6.58
2015,9,15,6,7.41,6.63
2015,9,15,7,7.45,6.66
2015,9,15,8,7.28,6.51
2015,9,15,9,6.97,6.25
2015,9,15,10,6.92,6.2
2015,9,15,11,7.2,6.46
2015,9,15,12,7.76,6.96
2015,9,15,13,8.37,7.53
2015,9,15,14,8.87,7.98
2015,9,15,15,9.16,8.24
2015,9,15,16,9.2,8.28
2015,9,15,17,9.13,8.22
2015,9,15,18,9.03,8.09
2015,9,15,19,8.95,8.0
2015,9,15,20,8.79,7.85
2015,9,15,21,8.59,7.68
2015,9,15,22,8.36,7.48
2015,9,15,23,8.26,7.39
2015,9,16,0,8.25,7.39
2015,9,16,1,8.23,7.37
2015,9,16,2,8.13,7.3
2015,9,16,3,7.99,7.17
2015,9,16,4,7.96,7.13
2015,9,16,5,7.89,7.06
2015,9,16,6,7.88,7.04
2015,9,16,7,8.15,7.26
2015,9,16,8,8.39,7.46
2015,9,16,9,8.52,7.57
2015,9,16,10,8.72,7.75
2015,9,16,11,8.99,8.0
2015,9,16,12,9.25,8.25
2015,9,16,13,9.4,8.43
2015,9,16,14,9.46,8.5
2015,9,16,15,9.37,8.45
2015,9,16,16,9.31,8.4
2015,9,16,17,9.39,8.44
2015,9,16,18,9.57,8.57
2015,9,16,19,9.82,8.76
2015,9,16,20,10.08,8.95
2015,9,16,21,10.27,9.11
2015,9,16,22,10.3,9.13
2015,9,16,23,10.28,9.12
2015,9,17,0,10.19,9.02
2015,9,17,1,9.85,8.73
2015,9,17,2,9.83,8.71
2015,9,17,3,10.1,8.94
2015,9,17,4,10.55,9.33
2015,9,17,5,10.92,9.65
2015,9,17,6,11.08,9.81
2015,9,17,7,11.07,9.8
2015,9,17,8,10.92,9.67
2015,9,17,9,10.69,9.49
2015,9,17,10,10.67,9.48
2015,9,17,11,10.73,9.55
2015,9,17,12,10.74,9.58
2015,9,17,13,10.8,9.66
2015,9,17,14,10.91,9.75
2015,9,17,15,10.86,9.72
2015,9,17,16,10.69,9.58
2015,9,17,17,10.69,9.56
2015,9,17,18,10.79,9.63
2015,9,17,19,10.76,9.6
2015,9,17,20,10.55,9.42
2015,9,17,21,10.1,9.04
2015,9,17,22,9.56,8.59
2015,9,17,23,9.22,8.31
2015,9,18,0,9.06,8.17
2015,9,18,1,9.01,8.13
2015,9,18,2,9.1,8.21
2015,9,18,3,9.35,8.42
2015,9,18,4,9.64,8.66
2015,9,18,5,9.8,8.77
2015,9,18,6,9.84,8.8
2015,9,18,7,9.8,8.78
2015,9,18,8,9.49,8.54
2015,9,18,9,9.21,8.3
2015,9,18,10,9.11,8.23
2015,9,18,11,9.0,8.14
2015,9,18,12,8.78,7.96
2015,9,18,13,8.66,7.87
2015,9,18,14,8.73,7.94
2015,9,18,15,8.82,8.02
2015,9,18,16,8.77,7.98
2015,9,18,17,8.69,7.91
2015,9,18,18,8.66,7.85
2015,9,18,19,8.67,7.82
2015,9,18,20,8.6,7.73
2015,9,18,21,8.28,7.46
2015,9,18,22,7.85,7.09
2015,9,18,23,7.68,6.97
2015,9,19,0,7.74,7.04
2015,9,19,1,7.8,7.08
2015,9,19,2,7.99,7.24
2015,9,19,3,8.17,7.4
2015,9,19,4,8.26,7.47
2015,9,19,5,8.06,7.3
2015,9,19,6,7.62,6.93
2015,9,19,7,7.38,6.71
2015,9,19,8,7.43,6.8
2015,9,19,9,7.62,6.99
2015,9,19,10,7.63,6.99
2015,9,19,11,7.27,6.67
2015,9,19,12,6.81,6.27
2015,9,19,13,6.63,6.11
2015,9,19,14,6.67,6.14
2015,9,19,15,6.65,6.11
2015,9,19,16,6.51,5.98
2015,9,19,17,6.59,6.02
2015,9,19,18,6.84,6.23
2015,9,19,19,6.97,6.34
2015,9,19,20,6.99,6.35
2015,9,19,21,6.85,6.24
2015,9,19,22,6.54,5.99
2015,9,19,23,6.27,5.77
2015,9,20,0,5.94,5.49
2015,9,20,1,5.39,5.01
2015,9,20,2,4.62,4.32
2015,9,20,3,4.06,3.82
2015,9,20,4,4.39,4.16
2015,9,20,5,5.07,4.81
2015,9,20,6,5.29,5.01
2015,9,20,7,4.94,4.69
2015,9,20,8,3.94,3.76
2015,9,20,9,3.13,3.03
2015,9,20,10,3.1,3.01
2015,9,20,11,3.31,3.22
2015,9,20,12,3.69,3.59
2015,9,20,13,4.38,4.21
2015,9,20,14,4.43,4.24
2015,9,20,15,4.27,4.08
2015,9,20,16,4.02,3.86
2015,9,20,17,3.81,3.65
2015,9,20,18,3.68,3.53
2015,9,20,19,3.57,3.41
2015,9,20,20,3.43,3.26
2015,9,20,21,3.36,3.21
2015,9,20,22,3.26,3.11
2015,9,20,23,2.88,2.75
2015,9,21,0,2.36,2.27
2015,9,21,1,1.81,1.77
2015,9,21,2,0.98,0.96
2015,9,21,3,0.98,0.92
2015,9,21,4,1.85,1.73
2015,9,21,5,2.21,2.06
2015,9,21,6,1.73,1.61
2015,9,21,7,1.02,1.01
2015,9,21,8,1.34,1.38
2015,9,21,9,1.97,2.0
2015,9,21,10,2.6,2.58
2015,9,21,11,3.14,3.09
2015,9,21,12,3.57,3.49
2015,9,21,13,4.1,3.97
2015,9,21,14,4.69,4.49
2015,9,21,15,5.19,4.94
2015,9,21,16,5.5,5.18
2015,9,21,17,5.51,5.17
2015,9,21,18,5.27,4.93
2015,9,21,19,4.85,4.54
2015,9,21,20,4.29,4.01
2015,9,21,21,3.65,3.42
2015,9,21,22,3.06,2.88
2015,9,21,23,2.66,2.52
2015,9,22,0,2.46,2.34
2015,9,22,1,2.32,2.22
2015,9,22,2,2.36,2.25
2015,9,22,3,2.47,2.36
2015,9,22,4,2.26,2.16
2015,9,22,5,1.88,1.81
2015,9,22,6,2.05,1.98
2015,9,22,7,2.45,2.35
2015,9,22,8,2.43,2.33
2015,9,22,9,2.17,2.09
2015,9,22,10,2.22,2.15
2015,9,22,11,2.8,2.71
2015,9,22,12,3.47,3.31
2015,9,22,13,3.76,3.58
2015,9,22,14,3.68,3.5
2015,9,22,15,3.6,3.42
2015,9,22,16,3.72,3.51
2015,9,22,17,3.66,3.45
2015,9,22,18,3.22,3.06
2015,9,22,19,2.66,2.54
2015,9,22,20,2.27,2.19
2015,9,22,21,2.02,1.95
2015,9,22,22,1.72,1.67
2015,9,22,23,1.49,1.45
2015,9,23,0,1.51,1.47
2015,9,23,1,1.77,1.71
2015,9,23,2,2.03,1.97
2015,9,23,3,2.11,2.03
2015,9,23,4,1.94,1.87
2015,9,23,5,1.54,1.49
2015,9,23,6,1.21,1.17
2015,9,23,7,1.23,1.19
2015,9,23,8,1.62,1.55
2015,9,23,9,2.34,2.25
2015,9,23,10,3.22,3.05
2015,9,23,11,3.9,3.68
2015,9,23,12,4.38,4.12
2015,9,23,13,4.69,4.39
2015,9,23,14,4.82,4.5
2015,9,23,15,4.7,4.38
2015,9,23,16,4.5,4.19
2015,9,23,17,4.44,4.15
2015,9,23,18,4.35,4.05
2015,9,23,19,3.97,3.69
2015,9,23,20,3.62,3.37
2015,9,23,21,3.58,3.33
2015,9,23,22,3.76,3.47
2015,9,23,23,4.0,3.67
2015,9,24,0,4.18,3.83
2015,9,24,1,4.25,3.88
2015,9,24,2,4.21,3.84
2015,9,24,3,4.03,3.67
2015,9,24,4,3.72,3.36
2015,9,24,5,3.41,3.07
2015,9,24,6,3.19,2.86
2015,9,24,7,2.92,2.62
2015,9,24,8,2.73,2.45
2015,9,24,9,2.72,2.43
2015,9,24,10,2.79,2.49
2015,9,24,11,2.72,2.44
2015,9,24,12,2.53,2.3
2015,9,24,13,2.25,2.07
2015,9,24,14,1.73,1.63
2015,9,24,15,0.91,0.87
2015,9,24,16,0.49,0.52
2015,9,24,17,1.69,1.62
2015,9,24,18,3.06,2.87
2015,9,24,19,4.15,3.85
2015,9,24,20,4.7,4.33
2015,9,24,21,4.77,4.37
2015,9,24,22,4.77,4.36
2015,9,24,23,4.87,4.47
2015,9,25,0,5.06,4.67
2015,9,25,1,5.27,4.88
2015,9,25,2,5.42,5.03
2015,9,25,3,5.48,5.11
2015,9,25,4,5.61,5.22
2015,9,25,5,5.55,5.16
2015,9,25,6,5.25,4.89
2015,9,25,7,4.9,4.59
2015,9,25,8,4.62,4.33
2015,9,25,9,4.31,4.06
2015,9,25,10,3.84,3.62
2015,9,25,11,3.48,3.31
2015,9,25,12,3.49,3.32
2015,9,25,13,3.7,3.53
2015,9,25,14,3.97,3.77
2015,9,25,15,4.32,4.08
2015,9,25,16,4.7,4.42
2015,9,25,17,5.13,4.78
2015,9,25,18,5.61,5.18
2015,9,25,19,6.17,5.63
2015,9,25,20,6.79,6.13
2015,9,25,21,7.26,6.51
2015,9,25,22,7.38,6.6
2015,9,25,23,7.37,6.63
2015,9,26,0,7.79,6.99
2015,9,26,1,8.49,7.63
2015,9,26,2,9.31,8.32
2015,9,26,3,9.9,8.83
2015,9,26,4,10.28,9.15
2015,9,26,5,10.16,9.04
2015,9,26,6,9.94,8.84
2015,9,26,7,9.83,8.76
2015,9,26,8,9.67,8.66
2015,9,26,9,9.66,8.68
2015,9,26,10,9.86,8.84
2015,9,26,11,10.37,9.26
2015,9,26,12,11.11,9.89
2015,9,26,13,11.81,10.5
2015,9,26,14,12.17,10.82
2015,9,26,15,12.2,10.86
2015,9,26,16,12.29,10.93
2015,9,26,17,12.84,11.37
2015,9,26,18,13.64,12.0
2015,9,26,19,14.33,12.53
2015,9,26,20,14.64,12.76
2015,9,26,21,14.7,12.79
2015,9,26,22,14.62,12.69
2015,9,26,23,14.6,12.68
2015,9,27,0,14.56,12.67
2015,9,27,1,14.48,12.63
2015,9,27,2,14.53,12.69
2015,9,27,3,14.71,12.84
2015,9,27,4,14.85,12.97
2015,9,27,5,14.81,12.94
2015,9,27,6,14.64,12.82
2015,9,27,7,14.56,12.78
2015,9,27,8,14.63,12.84
2015,9,27,9,14.6,12.83
2015,9,27,10,14.71,12.94
2015,9,27,11,14.84,13.06
2015,9,27,12,14.93,13.16
2015,9,27,13,15.12,13.31
2015,9,27,14,15.46,13.58
2015,9,27,15,15.86,13.89
2015,9,27,16,16.11,14.06
2015,9,27,17,16.3,14.19
2015,9,27,18,16.39,14.23
2015,9,27,19,16.09,13.98
2015,9,27,20,15.7,13.62
2015,9,27,21,15.45,13.41
2015,9,27,22,15.44,13.39
2015,9,27,23,15.89,13.76
2015,9,28,0,16.59,14.32
2015,9,28,1,17.07,14.71
2015,9,28,2,17.53,15.08
2015,9,28,3,18.06,15.51
2015,9,28,4,18.48,15.86
2015,9,28,5,18.57,15.93
2015,9,28,6,18.62,15.97
2015,9,28,7,18.84,16.16
2015,9,28,8,19.22,16.43
2015,9,28,9,19.67,16.72
2015,9,28,10,20.35,17.27
2015,9,28,11,21.3,18.05
2015,9,28,12,21.97,18.53
2015,9,28,13,22.38,18.83
2015,9,28,14,22.8,19.13
2015,9,28,15,23.43,19.61
2015,9,28,16,24.57,20.51
2015,9,28,17,26.93,22.5
2015,9,28,18,28.65,24.06
2015,9,28,19,28.61,24.07
2015,9,28,20,29.69,25.08
2015,9,28,21,30.39,25.66
2015,9,28,22,28.82,24.39
2015,9,28,23,25.31,21.53
2015,9,29,0,18.12,15.39
2015,9,29,1,10.8,9.05
2015,9,29,2,7.57,6.39
2015,9,29,3,10.27,8.68
2015,9,29,4,15.87,13.48
2015,9,29,5,21.06,18.09
2015,9,29,6,25.87,22.29
2015,9,29,7,28.61,24.51
2015,9,29,8,28.62,24.34
2015,9,29,9,27.04,22.81
2015,9,29,10,25.96,21.75
2015,9,29,11,24.95,20.8
2015,9,29,12,23.63,19.62
2015,9,29,13,21.82,18.11
2015,9,29,14,19.8,16.47
2015,9,29,15,18.02,15.0
2015,9,29,16,16.42,13.62
2015,9,29,17,14.49,11.9
2015,9,29,18,12.58,10.2
2015,9,29,19,11.2,8.92
2015,9,29,20,10.15,7.86
2015,9,29,21,9.09,6.84
2015,9,29,22,7.61,5.56
2015,9,29,23,5.99,4.19
2015,9,30,0,4.78,3.27
2015,9,30,1,3.67,2.49
2015,9,30,2,2.7,1.87
2015,9,30,3,2.01,1.41
2015,9,30,4,1.7,1.17
2015,9,30,5,1.52,1.02
2015,9,30,6,1.27,0.82
2015,9,30,7,0.89,0.5
2015,9,30,8,0.46,0.15
2015,9,30,9,0.09,0.28
2015,9,30,10,0.61,0.77
2015,9,30,11,0.97,1.03
2015,9,30,12,1.03,1.01
2015,9,30,13,0.93,0.85
2015,9,30,14,0.86,0.71
2015,9,30,15,0.77,0.57
2015,9,30,16,0.76,0.47
2015,9,30,17,0.92,0.59
2015,9,30,18,1.19,0.79
2015,9,30,19,1.76,1.16
2015,9,30,20,2.41,1.57
2015,9,30,21,3.04,1.97
2015,9,30,22,3.76,2.52
2015,9,30,23,4.56,3.27
2015,10,1,0,5.02,3.9
2015,10,1,1,5.16,4.22
2015,10,1,2,5.09,4.26
2015,10,1,3,5.07,4.28
2015,10,1,4,5.22,4.42
2015,10,1,5,5.31,4.45
2015,10,1,6,5.39,4.45
2015,10,1,7,5.45,4.41
2015,10,1,8,5.66,4.56
2015,10,1,9,5.88,4.8
2015,10,1,10,6.0,4.97
2015,10,1,11,5.88,4.93
2015,10,1,12,5.57,4.71
2015,10,1,13,5.14,4.34
2015,10,1,14,4.79,4.01
2015,10,1,15,4.45,3.65
2015,10,1,16,4.0,3.2
2015,10,1,17,3.37,2.56
2015,10,1,18,2.67,1.91
2015,10,1,19,1.99,1.41
2015,10,1,20,1.34,0.98
2015,10,1,21,0.98,0.73
2015,10,1,22,1.52,1.11
2015,10,1,23,2.91,2.31
2015,10,2,0,4.6,4.06
2015,10,2,1,6.39,5.75
2015,10,2,2,8.44,7.5
2015,10,2,3,10.69,9.43
2015,10,2,4,12.64,11.11
2015,10,2,5,13.54,11.96
2015,10,2,6,13.82,12.2
2015,10,2,7,14.01,12.39
2015,10,2,8,13.94,12.35
2015,10,2,9,13.67,12.15
2015,10,2,10,13.27,11.84
2015,10,2,11,13.11,11.72
2015,10,2,12,13.2,11.81
2015,10,2,13,13.03,11.67
2015,10,2,14,12.61,11.31
2015,10,2,15,12.04,10.82
2015,10,2,16,11.43,10.3
2015,10,2,17,10.89,9.82
2015,10,2,18,10.46,9.42
2015,10,2,19,10.3,9.24
2015,10,2,20,10.34,9.21
2015,10,2,21,10.32,9.19
2015,10,2,22,10.46,9.27
2015,10,2,23,10.68,9.43
2015,10,3,0,10.64,9.39
2015,10,3,1,10.19,9.0
2015,10,3,2,9.18,8.11
2015,10,3,3,7.75,6.88
2015,10,3,4,6.66,5.92
2015,10,3,5,6.44,5.72
2015,10,3,6,6.57,5.74
2015,10,3,7,6.32,5.51
2015,10,3,8,5.73,5.04
2015,10,3,9,5.65,5.0
2015,10,3,10,6.05,5.4
2015,10,3,11,6.49,5.8
2015,10,3,12,6.72,6.03
2015,10,3,13,6.75,6.07
2015,10,3,14,6.66,5.98
2015,10,3,15,6.58,5.91
2015,10,3,16,6.53,5.85
2015,10,3,17,6.66,5.93
2015,10,3,18,6.65,5.91
2015,10,3,19,6.58,5.78
2015,10,3,20,6.52,5.67
2015,10,3,21,6.46,5.59
2015,10,3,22,6.4,5.54
2015,10,3,23,6.13,5.33
2015,10,4,0,5.78,5.09
2015,10,4,1,5.45,4.84
2015,10,4,2,4.92,4.38
2015,10,4,3,4.34,3.85
2015,10,4,4,3.74,3.32
2015,10,4,5,3.29,2.89
2015,10,4,6,2.9,2.46
2015,10,4,7,2.55,2.09
2015,10,4,8,2.33,1.88
2015,10,4,9,2.46,2.02
2015,10,4,10,2.92,2.51
2015,10,4,11,3.5,3.13
2015,10,4,12,4.08,3.7
2015,10,4,13,4.62,4.22
2015,10,4,14,5.1,4.63
2015,10,4,15,5.47,4.93
2015,10,4,16,5.67,5.08
2015,10,4,17,5.88,5.27
2015,10,4,18,6.17,5.52
2015,10,4,19,6.43,5.72
2015,10,4,20,6.64,5.87
2015,10,4,21,6.7,5.9
2015,10,4,22,6.54,5.76
2015,10,4,23,6.19,5.46
2015,10,5,0,5.66,4.98
2015,10,5,1,5.21,4.58
2015,10,5,2,4.93,4.35
2015,10,5,3,4.76,4.21
2015,10,5,4,4.62,4.06
2015,10,5,5,4.16,3.57
2015,10,5,6,3.65,2.98
2015,10,5,7,3.34,2.65
2015,10,5,8,3.05,2.37
2015,10,5,9,3.01,2.34
2015,10,5,10,3.45,2.82
2015,10,5,11,4.14,3.62
2015,10,5,12,4.9,4.4
2015,10,5,13,5.78,5.2
2015,10,5,14,6.69,6.0
2015,10,5,15,7.58,6.74
2015,10,5,16,8.4,7.41
2015,10,5,17,9.24,8.1
2015,10,5,18,9.82,8.62
2015,10,5,19,10.21,8.93
2015,10,5,20,10.28,8.98
2015,10,5,21,10.08,8.8
2015,10,5,22,9.74,8.52
2015,10,5,23,9.35,8.21
2015,10,6,0,9.09,8.01
2015,10,6,1,8.92,7.89
2015,10,6,2,8.94,7.91
2015,10,6,3,9.02,7.98
2015,10,6,4,9.1,8.02
2015,10,6,5,9.03,7.93
2015,10,6,6,8.74,7.66
2015,10,6,7,8.17,7.18
2015,10,6,8,7.7,6.74
2015,10,6,9,7.45,6.51
2015,10,6,10,7.64,6.65
2015,10,6,11,8.06,7.11
2015,10,6,12,8.41,7.48
2015,10,6,13,8.81,7.82
2015,10,6,14,9.48,8.36
